99.750000, 99.750000, 205529.812500, 0.000009
99.750000, 199.500000, 205529.984375, 0.000092
99.750000, 299.250000, 205530.078125, 0.000092
99.750000, 399.000000, 205530.250000, 0.000092
99.750000, 498.750000, 205530.390625, 0.000092
99.750000, 598.500000, 205530.546875, 0.000092
99.750000, 698.250000, 205530.656250, 0.000092
99.750000, 798.000000, 205530.843750, 0.000092
99.750000, 897.750000, 205530.968750, 0.000092
99.750000, 997.500000, 205531.140625, 0.000092
99.750000, 1097.250000, 205531.234375, 0.000092
99.750000, 1197.000000, 205531.406250, 0.000092
99.750000, 1296.750000, 205531.578125, 0.000092
99.750000, 1396.500000, 205531.671875, 0.000092
99.750000, 1496.250000, 205531.843750, 0.000092
99.750000, 1596.000000, 205531.937500, 0.000092
99.750000, 1695.750000, 205532.109375, 0.000092
99.750000, 1795.500000, 205532.218750, 0.000092
99.750000, 1895.250000, 205532.375000, 0.000092
99.750000, 1995.000000, 205532.531250, 0.000092
99.750000, 2094.750000, 205532.687500, 0.000092
99.750000, 2194.500000, 205532.796875, 0.000092
99.750000, 2294.250000, 205532.968750, 0.000092
99.750000, 2394.000000, 205533.078125, 0.000092
99.750000, 2493.750000, 205533.250000, 0.000092
99.750000, 2593.500000, 205533.343750, 0.000092
99.750000, 2693.250000, 205533.515625, 0.000092
99.750000, 2793.000000, 205533.671875, 0.000092
99.750000, 2892.750000, 205533.781250, 0.000092
99.750000, 2992.500000, 205533.953125, 0.000092
99.750000, 3092.250000, 205534.109375, 0.000092
99.750000, 3192.000000, 205534.250000, 0.000092
99.750000, 3291.750000, 205534.375000, 0.000092
99.750000, 3391.500000, 205534.546875, 0.000092
99.750000, 3491.250000, 205534.640625, 0.000092
99.750000, 3591.000000, 205534.812500, 0.000092
99.750000, 3690.750000, 205534.906250, 0.000092
99.750000, 3790.500000, 205535.171875, 0.000092
99.750000, 3890.250000, 205535.265625, 0.000092
99.750000, 3990.000000, 205535.437500, 0.000092
99.750000, 4089.750000, 205535.546875, 0.000092
99.750000, 4189.500000, 205535.765625, 0.000092
99.750000, 4289.250000, 205535.875000, 0.000092
99.750000, 4389.000000, 205536.046875, 0.000092
99.750000, 4488.750000, 205536.140625, 0.000092
99.750000, 4588.500000, 205536.312500, 0.000092
99.750000, 4688.250000, 205536.421875, 0.000092
99.750000, 4788.000000, 205536.593750, 0.000092
99.750000, 4887.750000, 205536.687500, 0.000092
99.750000, 4987.500000, 205536.968750, 0.000092
99.750000, 5087.250000, 205537.125000, 0.000092
99.750000, 5187.000000, 205537.234375, 0.000092
99.750000, 5286.750000, 205537.406250, 0.000092
99.750000, 5386.500000, 205537.500000, 0.000092
99.750000, 5486.250000, 205537.671875, 0.000092
99.750000, 5586.000000, 205537.781250, 0.000092
99.750000, 5685.750000, 205537.937500, 0.000092
99.750000, 5785.500000, 205538.046875, 0.000092
99.750000, 5885.250000, 205538.234375, 0.000092
99.750000, 5985.000000, 205538.328125, 0.000092
99.750000, 6084.750000, 205538.546875, 0.000092
99.750000, 6184.500000, 205538.640625, 0.000092
99.750000, 6284.250000, 205538.812500, 0.000092
99.750000, 6384.000000, 205538.906250, 0.000092
99.750000, 6483.750000, 205539.078125, 0.000092
99.750000, 6583.500000, 205539.187500, 0.000092
99.750000, 6683.250000, 205539.359375, 0.000092
99.750000, 6783.000000, 205539.468750, 0.000092
99.750000, 6882.750000, 205539.625000, 0.000092
99.750000, 6982.500000, 205539.718750, 0.000092
99.750000, 7082.250000, 205539.921875, 0.000092
99.750000, 7182.000000, 205540.031250, 0.000092
99.750000, 7281.750000, 205540.203125, 0.000092
99.750000, 7381.500000, 205540.296875, 0.000092
99.750000, 7481.250000, 205540.468750, 0.000092
99.750000, 7581.000000, 205540.578125, 0.000092
99.750000, 7680.750000, 205540.796875, 0.000092
99.750000, 7780.500000, 205540.890625, 0.000092
99.750000, 7880.250000, 205541.046875, 0.000092
99.750000, 7980.000000, 205541.171875, 0.000092
99.750000, 8079.750000, 205541.328125, 0.000092
99.750000, 8179.500000, 205541.500000, 0.000092
99.750000, 8279.250000, 205541.656250, 0.000092
99.750000, 8379.000000, 205541.781250, 0.000092
99.750000, 8478.750000, 205541.937500, 0.000092
99.750000, 8578.500000, 205542.062500, 0.000092
99.750000, 8678.250000, 205542.156250, 0.000092
99.750000, 8778.000000, 205542.296875, 0.000092
99.750000, 8877.750000, 205542.390625, 0.000092
99.750000, 8977.500000, 205542.578125, 0.000092
99.750000, 9077.250000, 205542.671875, 0.000092
99.750000, 9177.000000, 205542.828125, 0.000092
99.750000, 9276.750000, 205542.937500, 0.000092
99.750000, 9376.500000, 205543.109375, 0.000092
99.750000, 9476.250000, 205543.203125, 0.000092
99.750000, 9576.000000, 205543.375000, 0.000092
99.750000, 9675.750000, 205543.484375, 0.000092
99.750000, 9775.500000, 205543.656250, 0.000092
99.750000, 9875.250000, 205543.750000, 0.000092
99.750000, 9975.000000, 205543.968750, 0.000092
99.750000, 10074.750000, 205544.093750, 0.000092
99.750000, 10174.500000, 205544.265625, 0.000092
99.750000, 10274.250000, 205544.437500, 0.000092
99.750000, 10374.000000, 205544.531250, 0.000092
99.750000, 10473.750000, 205544.718750, 0.000092
99.750000, 10573.500000, 205544.796875, 0.000092
99.750000, 10673.250000, 205544.968750, 0.000092
99.750000, 10773.000000, 205545.046875, 0.000092
99.750000, 10872.750000, 205545.359375, 0.000092
99.750000, 10972.500000, 205545.515625, 0.000092
99.750000, 11072.250000, 205545.671875, 0.000092
99.750000, 11172.000000, 205545.984375, 0.000092
99.750000, 11271.750000, 205546.156250, 0.000092
99.750000, 11371.500000, 205546.328125, 0.000092
99.750000, 11471.250000, 205546.484375, 0.000092
99.750000, 11571.000000, 205546.656250, 0.000092
99.750000, 11670.750000, 205546.765625, 0.000092
99.750000, 11770.500000, 205546.875000, 0.000092
99.750000, 11870.250000, 205547.000000, 0.000092
99.750000, 11970.000000, 205547.156250, 0.000092
99.750000, 12069.750000, 205547.328125, 0.000092
99.750000, 12169.500000, 205547.437500, 0.000092
99.750000, 12269.250000, 205547.640625, 0.000092
99.750000, 12369.000000, 205547.750000, 0.000092
99.750000, 12468.750000, 205547.906250, 0.000092
99.750000, 12568.500000, 205548.000000, 0.000092
99.750000, 12668.250000, 205548.187500, 0.000092
99.750000, 12768.000000, 205548.281250, 0.000092
