99.750000, 99.750000
99.750000, 199.500000
99.750000, 299.250000
99.750000, 399.000000
99.750000, 498.750000
99.750000, 598.500000
99.750000, 698.250000
99.750000, 798.000000
99.750000, 897.750000
99.750000, 997.500000
99.750000, 1097.250000
99.750000, 1197.000000
99.750000, 1296.750000
99.750000, 1396.500000
99.750000, 1496.250000
99.750000, 1596.000000
99.750000, 1695.750000
99.750000, 1795.500000
99.750000, 1895.250000
99.750000, 1995.000000
99.750000, 2094.750000
99.750000, 2194.500000
99.750000, 2294.250000
99.750000, 2394.000000
99.750000, 2493.750000
99.750000, 2593.500000
99.750000, 2693.250000
99.750000, 2793.000000
99.750000, 2892.750000
99.750000, 2992.500000
99.750000, 3092.250000
99.750000, 3192.000000
99.750000, 3291.750000
99.750000, 3391.500000
99.750000, 3491.250000
99.750000, 3591.000000
99.750000, 3690.750000
99.750000, 3790.500000
99.750000, 3890.250000
99.750000, 3990.000000
99.750000, 4089.750000
99.750000, 4189.500000
99.750000, 4289.250000
99.750000, 4389.000000
99.750000, 4488.750000
99.750000, 4588.500000
99.750000, 4688.250000
99.750000, 4788.000000
99.750000, 4887.750000
99.750000, 4987.500000
99.750000, 5087.250000
99.750000, 5187.000000
99.750000, 5286.750000
99.750000, 5386.500000
99.750000, 5486.250000
99.750000, 5586.000000
99.750000, 5685.750000
99.750000, 5785.500000
99.750000, 5885.250000
99.750000, 5985.000000
99.750000, 6084.750000
99.750000, 6184.500000
99.750000, 6284.250000
99.750000, 6384.000000
99.750000, 6483.750000
99.750000, 6583.500000
99.750000, 6683.250000
99.750000, 6783.000000
99.750000, 6882.750000
99.750000, 6982.500000
99.750000, 7082.250000
99.750000, 7182.000000
99.750000, 7281.750000
99.750000, 7381.500000
99.750000, 7481.250000
99.750000, 7581.000000
99.750000, 7680.750000
99.750000, 7780.500000
99.750000, 7880.250000
99.750000, 7980.000000
99.750000, 8079.750000
99.750000, 8179.500000
99.750000, 8279.250000
99.750000, 8379.000000
99.750000, 8478.750000
99.750000, 8578.500000
99.750000, 8678.250000
